duration,date,subjectcode,Abacus,Abanet,Abanga,Abaser,Abassi,Abater,Abatis,Abator,Abbacy,Abbess,Abdest,Abider,Abject,Ablaut,Abraum,Abseil,Acacia,Acacin,Acajou,Acanth,Acarus,Acater,Acates,Accent,Access,Accost,Accrue,Accuse,Acetal,Acetin,Achate,Achean,Achene,Acidly,Acinus,Acnode,Acrasy,Acrisy,Acrita,Acrity,Across,Action,Acture,Acuity,Acumen,Adarce,Adatis,Adders,Addice,Addict,Adesmy,Adipsy,Admins,Adnoun,Adobes,Adonai,Adonic,Adonis,Adorer,Advent,Adverb,Advice,Adviso,Adward,Adytum,Aedile,Aeneid,b,c,d,comments,condition
293,4/27/20 19:37,R_23fAdC5qqzbYZFH,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
243,4/27/20 19:40,R_1JDdAmiaPgLUBsR,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2
202,4/27/20 19:40,R_BD5vneIpcBY7O13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,no,7
219,4/27/20 19:41,R_25uRRZfIin0KFHy,,,,,,,,20,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,2
182,4/27/20 19:45,R_3HGj2ozyw5OivpV,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
194,4/27/20 19:52,R_2sXVBBHwfq9K0r5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,6,1,0,2,,,,,,,,,,,,,,,,6
182,4/27/20 19:52,R_6ok0OW40hpKnA2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,No,8
362,4/27/20 19:55,R_12xPDj8Ftqe8xMc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,The questions were only answerable with numbers. There should be a explain your answer box so i could be more detailed with my answers.,7
315,4/27/20 20:04,R_2QsMzNQTg8B0r2Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,20,3,20,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO ,3
516,4/27/20 20:09,R_su0KfeFcrLE8nVD,20,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,1
214,4/27/20 20:16,R_2CH3uu10Tl0IXnq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,4
159,4/27/20 20:17,R_27CqNJ6LdSLtbFd,1,20,21,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
398,4/27/20 20:17,R_XtazJKXbwnaAtMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,20,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
719,4/27/20 20:20,R_1eQdSScdyct41fU,,,,,,,,,,,,,,,,,,,,,,0,7,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,10
230,4/27/20 20:20,R_3IQuzpW3zeevZ6k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No. ,3
232,4/27/20 20:23,R_2YzSolibPTbZz0f,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2
216,4/27/20 20:25,R_a5iUgEEe3CZg18J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,No,7
252,4/27/20 20:27,R_1DIo81kznDXZlVT,,,,,,,,,,,,,,,,,,,,,,7,3,20,20,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
425,4/27/20 20:27,R_2chhp6ofViOPftT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,Only the number of people hunting. John talked to 20 people but it says that only 20 hunt. Does that include John?,5
203,4/27/20 20:29,R_1OB0eIcGcCzPF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21,0,0,0,2,,,,,,,,,,,,,,,"It said there were 20 people in the town that hunted, but was that not including John? It said John talked to 20 other people",6
160,4/27/20 20:30,R_2YSyz2TFToMwpud,,,,,,,,,,,,,,,3,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The comprehension questions didn't seem so accurate.,9
385,4/27/20 20:37,R_3rZDGCtApZTwQ50,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,People could be giving John socially acceptable answers while secretly using the new hook. ,9
256,4/27/20 20:37,R_1P5ItHHT1uc4crU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
262,4/27/20 20:39,R_DdWeGEJ5ayeBuuZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
185,4/27/20 20:41,R_1pANqtnd1xDgsGj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,no,5
188,4/27/20 20:42,R_BKzbEQZew1YT95L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,no,7
315,4/27/20 20:43,R_40hh1p31rLE8Sch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,0,0,0,3,no,8
127,4/27/20 20:43,R_2cwLS3c7YYUhQQO,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
468,4/27/20 20:44,R_3fOjYYMsytkX8gV,0,19,20,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no, pretty much straight forward",1
378,4/27/20 20:46,R_3LhTm0pF439PIuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,Not at all,6
232,4/27/20 20:46,R_2CporkArUZB4TtQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,3
513,4/27/20 20:46,R_3knxxtiTUBSVSBP,,,,,,,,3,7,20,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
348,4/27/20 20:52,R_2SAnsB43nTQyflQ,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I am not sure whether John also regularly fishes at this lake. In other word, is John already accounted within the 20 people ? ",9
353,4/27/20 20:55,R_1GyoUXiKg8osrzk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.  Everything seemed to make sense.,4
492,4/27/20 20:55,R_2qmz1RG85EPosy4,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
163,4/27/20 20:56,R_XGMoyxRJ77gKr4t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,no,5
355,4/27/20 20:56,R_1OPs40POKtCTWah,,,,,,,,0,0,12,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
121,4/27/20 20:59,R_3PAfrtQTexvAoQr,20,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
120,4/27/20 20:59,R_1CmxpK556jghxfH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,1,3,,,,,,,,,,,,,,,no,6
203,4/27/20 21:00,R_2bTYGso6XL2MN5o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,3,1,1,1,yes,8
515,4/27/20 21:04,R_UlG2CC0FCHEgNxf,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confusing,10
737,4/27/20 21:04,R_bNkG0XfpCeIL5MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7,20,0,0,0,3,,,,,,,,no,7
161,4/27/20 21:11,R_25NiWHyyTSBSWkG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,4
334,4/27/20 21:12,R_27Okz3Ldx0gTSLe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,1,0,3,,,,,,,,No,7
131,4/27/20 21:16,R_3dFU3eKWy9m27vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,15,0,1,2,,,,,,,,,,,,,,,,,,,,,,no,5
253,4/27/20 21:17,R_beF3PkkGKZnidPz,,,,,,,,20,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
225,4/27/20 21:19,R_2RZYjdsypKM8YuT,,,,,,,,,,,,,,,0,3,20,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope,9
135,4/27/20 21:22,R_3KviU2poR5iHk9E,20,19,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the first question was confusing, it appeared to be testing me as a reader instead of asking a real question",1
173,4/27/20 21:22,R_3IVL7U3ubJcYI6Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,0,0,3,,,,,,,,No,7
607,4/27/20 21:23,R_88NA8Y14jLngCNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,21,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,A little.  The story says 20 people regularly hunt pheasants but is John one of the 20.  The story says John talked to 20 people that regularly hunt.  Not really clear if John is one of the 20.,5
397,4/27/20 21:32,R_SNxGApHX4uWGqFb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,Tricky questions in the beginning.,8
278,4/27/20 21:33,R_3KpX0Nn2YQq01K0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The survey seem clear to me.,4
118,4/27/20 21:34,R_1cTzHcFQVjVPQk1,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2
320,4/27/20 21:35,R_1gpBOAMuwwjAE82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,20,2,1,1,1,,,,,,,,,,,,,,,no,6
270,4/27/20 21:35,R_1M6euOnZajItXyz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No this survey is very clear and good understanding.,3
308,4/27/20 21:43,R_3RfGb4Ug7acgFjg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, it made sense.",4
589,4/27/20 21:48,R_30wMEtgGA41wWhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,No,7
610,4/27/20 22:00,R_1EZGLDRbW0n6kZ2,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, the survey was clear and straight to the point.",10
1603,4/27/20 22:00,R_1EWimwkBvMBPeTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,1,2,,,,,,,,,,,,,,,No,6
141,4/27/20 22:02,R_2RXiWrIpkUVxBam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
243,4/27/20 22:11,R_2CeVDbmpapwuAMn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
312,4/27/20 22:13,R_3emnKzc0KUkNZ0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,I cannot think of anything,8
256,4/27/20 22:14,R_tDtWCKGyWLv8jAt,,,,,,,,,,,,,,,,,,,,,,19,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
247,4/27/20 22:14,R_3IblwKKWpmhVA74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
130,4/27/20 22:17,R_2wn1RYSVFtuyOEp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,20,0,1,0,2,,,,,,,,No,7
1245,4/27/20 22:26,R_1K7jDrT0FsLmZog,20,20,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTHING,1
260,4/27/20 22:28,R_21tDE4aoJp6j0xU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,No. Thank you!,5
162,4/27/20 22:30,R_3EEHYR2dSPJuRt6,,,,,,,,,,,,,,,0,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,9
187,4/27/20 22:32,R_2WZvoxFL3PY70CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,N/A,6
1288,4/27/20 22:36,R_3Pt8XST0vBOQ37Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,20,3,1,0,1,,8
260,4/27/20 22:39,R_2QyMfVT0IriM8Qm,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
164,4/27/20 22:39,R_3p5PVsgdf3fPvha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,no,5
433,4/27/20 22:40,R_qEO38saa0nhj07D,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No was confusing.,10
45,4/27/20 22:41,R_2Vt17QHqgEA0IZ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,10000,15000,15110,1,1,1,GOOD,8
1096,4/27/20 22:43,R_W2rgcqZMVPsUXYt,,,,,,,,0,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2
205,4/27/20 22:43,R_1FFBn8HKxZHalEi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,3
360,4/27/20 22:46,R_2f82o1vBNxMxRub,0,19,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"some questions may be interprete differently, without additional comments to the question, but overall - looks great!",1
624,4/27/20 22:48,R_3kvoZom5J4DxRJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
180,4/27/20 22:50,R_3kvyMUJgnlbFS0O,,,,,,,,1,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The first four questions could have been worded a bit clearer - I was unsure if John would be the only one to know he was using the new tube, since he had talked to the others about getting it.",2
286,4/27/20 22:53,R_3lKZIHm6kqRu3CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,20,0,0,0,3,,,,,,,,,,,,,,,"The survey's questions made sense, I had to think quite a bit before the answers sank in.",6
252,4/27/20 22:56,R_3n7NiwinFaIUb3j,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
342,4/27/20 22:56,R_2WZSbnJSiULMtUh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,no,7
214,4/27/20 23:18,R_DiLXsNtnhjQfWmd,,,,,,,,,,,,,,,0,27,20,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing at all,9
455,4/27/20 23:19,R_279A47UHPiecDc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
90,4/27/20 23:23,R_2dT1JXZU7BXUaEK,,,,,,,,,,,,,,,,,,,,,,870,930,1585,1200,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,10
415,4/27/20 23:24,R_1DOU81mN0fP4Wxc,,,,,,,,0,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2
472,4/27/20 23:29,R_1l6LECsUt59oYHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
133,4/27/20 23:29,R_1k1dGSUxsbdwkVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,3,1,0,3,,,,,,,,,,,,,,,,6
51,4/27/20 23:38,R_1jWj1hP8luCdwfF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,2500,3500,1500,1,1,1,,,,,,,,GOOD,7
133,4/27/20 23:39,R_3j1yJ97XDkiPttP,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
334,4/27/20 23:48,R_eLHMoOH5rOSJC3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the questions did not match the numbers I read,3
608,4/28/20 0:03,R_tL0B3Zcz78XAWYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
166,4/28/20 0:04,R_2OUN4SkzyjDzQIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing was confusing or unclear.,4
202,4/28/20 0:06,R_3MzDMx9MrfXS7Fj,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
178,4/28/20 0:06,R_3hG5ZvSezlCjYdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,wasn't john one of the 20 people?,8
284,4/28/20 0:08,R_DpYZWFcvFJX1sKl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,no,5
202,4/28/20 0:13,R_1DGXjoxrcruzW4B,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
196,4/28/20 0:13,R_1ie24BWoAMB8IVk,,,,,,,,,,,,,,,2,0,7,20,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it was good,9
247,4/28/20 0:14,R_SGETJHrU7wywYzD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,None,6
110,4/28/20 0:16,R_3j7Hcr0zdRSsXut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,No,7
142,4/28/20 0:17,R_BsRzvtTVYkiz1yF,42,58,35,658,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,1
243,4/28/20 0:18,R_2wBOUemrxroSzGl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,No,5
345,4/28/20 0:24,R_1EXMtW0fs3JyTWk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,Weather people would know if John uses the new knife.,8
167,4/28/20 0:28,R_1FICZsbGmLi1Tyk,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9
231,4/28/20 0:39,R_116p9PoEhL2B7hN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3
90,4/28/20 0:44,R_3hDtIxgHlFJLjsP,,,,,,,,,,,,,,,,,,,,,,30,20,20,20,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10
104,4/28/20 0:45,R_3RpAG8SlUCQaCZN,,,,,,,,,,,,,,,,,,,,,,4,18,19,12,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,10
80,4/28/20 0:46,R_yxBl16qA9SH1zIl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,,,,,,,,,,,,,,,no,6
1188,4/28/20 0:52,R_SZRTtb6O6JOFnyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,1,3,,,,,,,,,,,,,,,no,6
215,4/28/20 1:02,R_1IYhijtKro6JJ3h,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
120,4/28/20 1:06,R_241ykxy2A4eGckv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,21,0,1,0,2,,,,,,,,No,7
2857,4/28/20 1:07,R_1FkPnkcdHmnf1ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
166,4/28/20 1:15,R_1FFFQX4HkqwXq8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,7,19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,4
496,4/28/20 1:20,R_2eQdrWuoIWbJauu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everything was clear.,3
120,4/28/20 1:35,R_3GuK3P29wlihy5i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,5
255,4/28/20 1:36,R_3LjYGWGRpUVCahI,0,19,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The story mentioned that John spoke to all 20 people, but if he is one of the 20 he should have only spoken to 19 other people.",1
586,4/28/20 1:44,R_OkGspzi6ivnF7LH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,no,8
292,4/28/20 1:47,R_2WtXwyqdUm0N3zm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,21,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
