subjectnumber,dob,dot,age,excluded,reason,notes,screen1,screen2,screen2b,screen3,screen3b,screen4,screen5,story,order,condition,pilotversion,control1,control2,control3,control4,control5,control6,moral,explain
170,6/10/11,7/24/19,8.126027397,0,,,0,1,0,0,0,1,,Buckets,1,High,7/2/19,1,1,1,1,0,0,0,The fish won't have enough water.
170,6/10/11,7/24/19,8.126027397,0,,,0,1,0,0,0,1,,Rocks,2,Low,7/2/19,1,1,1,0,,0,0,Because what if other people wanted to take rocks besides his friends.
171,6/23/10,7/24/19,9.090410959,0,,,0,1,0,0,0,1,,Buckets,1,Low,7/2/19,1,1,1,0,,0,0,"If she does it again, there might not be any water left."
171,6/23/10,7/24/19,9.090410959,0,,,0,1,0,0,0,1,,Rocks,2,High,7/2/19,1,1,1,1,0,0,0,He could do it again and there won't be any left.
172,7/9/14,7/24/19,5.043835616,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,0,"If someone sees him taking a rock, they might take one too"
172,7/9/14,7/24/19,5.043835616,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,2,0,0,0,"It's not allowed, if someone sees Mary then they can do it too"
173,1/12/12,7/24/19,7.534246575,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,1,Because everyone could share.
173,1/12/12,7/24/19,7.534246575,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,1,Because there will still be water and the other kids don't want water on their castles
174,4/5/14,7/24/19,5.304109589,1,incorrect answer,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,1,,0,0,The fish wont have enough water
174,4/5/14,7/24/19,5.304109589,1,incorrect answer,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,0,1,1,0,0,0,There'll be no more rocks
175,9/26/10,7/24/19,8.830136986,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,"If they see it, they might want to do it. "
175,9/26/10,7/24/19,8.830136986,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,No one else wants to do it 
176,6/26/12,7/24/19,7.079452055,1,Overheard brothers (previous participant) answers,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,"If he keeps on taking rocks, there will be no more rocks left"
176,6/26/12,7/24/19,7.079452055,1,overheard brothers answers,,0,1,0,0,0,1,,buckets ,2,high,7/2/19,1,1,1,1,0,0,0,There will be no more water left in the lake
177,5/20/11,7/24/19,8.183561644,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Because then everyone will want to do it 
177,5/20/11,7/24/19,8.183561644,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,Because if she took it all there would be no more water
178,4/15/10,7/24/19,9.279452055,0,,,0,1,0,0,0,1,,Buckets,1,High,7/2/19,1,1,1,1,0,0,1,Ok if she just takes one bucket
178,4/15/10,7/24/19,9.279452055,0,,,0,1,0,0,0,1,,Rocks,2,Low,7/2/19,1,1,1,0,,0,1,Ok if he just takes one rock
179,8/8/13,7/24/19,5.961643836,0,,,0,1,0,0,0,1,,Buckets,1,Low,7/2/19,1,1,1,0,,0,1,Because it's just one person
179,8/8/13,7/24/19,5.961643836,0,,,0,1,0,0,0,1,,Rocks,2,High,7/2/19,1,1,1,1,0,0,1,Because it's just one rock
180,6/18/11,7/24/19,8.104109589,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,0,If he takes a rock then maybe other people will take it
180,6/18/11,7/24/19,8.104109589,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,0,She'll take water & the water will run out & then the fish won't be able to breathe
181,2/21/15,7/28/19,4.432876712,1,Failed Screening,,0,0,0,0,0,1,,,,,,,,,,,,,
182,10/19/11,7/28/19,7.778082192,0,,,0,1,0,0,0,1,,Buckets,1,High,7/2/19,1,1,1,1,0,0,1,No one else is around/no one else will see her.
182,10/19/11,7/28/19,7.778082192,0,,,0,1,0,0,0,1,,Rocks,2,Low,7/2/19,1,1,1,0,,0,1,No one else and it's find if he just takes one.
183,6/12/12,7/28/19,7.128767123,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,1,There will be lots of rocks.
183,6/12/12,7/28/19,7.128767123,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,1,There will still be plenty of water left.
184,2/21/10,7/28/19,9.435616438,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,0,The story said no one will take a rock from the rock path 
184,2/21/10,7/28/19,9.435616438,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,0,Mary's breaking the rules to not get water from the lake
185,3/20/13,7/28/19,6.35890411,0,,,0,1,0,0,0,1,,Buckets,1,Low,7/2/19,1,1,1,0,,0,0,There won't be enough water
185,3/20/13,7/28/19,6.35890411,0,,,0,1,0,0,0,1,,Rocks,2,High,7/2/19,1,1,1,1,0,0,0,There won't be any more rocks
186,9/24/13,7/28/19,5.843835616,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,Because when her friends take it there will be no more left
186,9/24/13,7/28/19,5.843835616,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,0,because then there won't be enough rocks for his friends
187,7/8/09,7/28/19,10.06027397,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,People put money into making the path and if he takes a rock it doesn't seem right
187,7/8/09,7/28/19,10.06027397,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,There will be plenty of water left
188,9/14/13,7/29/19,5.873972603,1,incorrect answer,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,0,0,0,0,If they find out she did it the other kids might take water too
188,9/14/13,7/29/19,5.873972603,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,As long as the kids don't start liking (and taking) rocks
189,12/16/10,7/29/19,8.621917808,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,The fish will still have water
189,12/16/10,7/29/19,8.621917808,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,There's still rocks left
190,10/30/13,7/29/19,5.747945205,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Need to leave nature alone
190,10/30/13,7/29/19,5.747945205,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,fishes need water
191,4/16/10,7/29/19,9.290410959,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,1,It's okay if he doesn't take that much.
191,4/16/10,7/29/19,9.290410959,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,2,0,1,If she only taks water one time there will still be water left.
192,2/9/09,7/29/19,10.47123288,0,,,0,1,0,0,0,1,,Buckets,1,High,7/2/19,1,1,1,1,0,0,1,"It's okay because it's just her taking water, nobody else"
192,2/9/09,7/29/19,10.47123288,0,,,0,1,0,0,0,1,,Rocks,2,Low,7/2/19,1,1,1,0,,0,1,There will still be enough rocks left for the path.
193,7/15/15,7/29/19,4.04109589,1,Failed Screening,,0,0,0,0,0,0,,,,,,,,,,,,,
194,1/30/09,7/29/19,10.49863014,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Somebody else might see him
194,1/30/09,7/29/19,10.49863014,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,She's hurting the environment
195,4/3/14,7/29/19,5.323287671,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,He already took one
195,4/3/14,7/29/19,5.323287671,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,She already took water
196,11/21/13,7/29/19,5.687671233,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,Because the fish will die
196,11/21/13,7/29/19,5.687671233,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,0,There won't be any more rocks so they won't find their way home
197,9/19/10,7/30/19,8.865753425,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,There's a lot of rocks
197,9/19/10,7/30/19,8.865753425,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,There's still a lot of water
198,4/24/14,7/30/19,5.268493151,1,Failed Screening,,0,1,1,0,0,1,,,,,,,,,,,,,
199,8/2/08,7/30/19,10.99726027,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,0,If she keeps on doing it then the lake will run out of water
199,8/2/08,7/30/19,10.99726027,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,0,Then other people will do it 
200,9/24/11,7/30/19,7.852054795,1,failed screening,,0,1,1,0,1,1,,,,,,,,,,,,,
201,6/26/09,7/30/19,10.09863014,1,incorrect answer,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,0,1,0,,0,0,Because path will break
201,6/26/09,7/30/19,10.09863014,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,Because she promised she would never take water from the lake
202,10/8/15,7/31/19,3.81369863,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,2,1,1,1,0,0,1,Okay if she just takes it once
202,10/8/15,7/31/19,3.81369863,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0 (2nd try),,0,1,It's okay to take one rock
203,7/29/15,7/31/19,4.008219178,1,failed screening,,1,1,1,0,1,0,,,,,,,,,,,,,
204,9/3/13,7/31/19,5.909589041,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Because he promised he wouldn't 
204,9/3/13,7/31/19,5.909589041,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,because none of the other kids did that
205,9/16/10,7/31/19,8.876712329,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,2,1,0,,0,0,because it's part of nature
205,9/16/10,7/31/19,8.876712329,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,because there's still plenty of water
206,12/29/09,7/31/19,9.591780822,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0 (2nd try),0,0,It would be unfair & the other kids could find out
206,12/29/09,7/31/19,9.591780822,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,It's okay because it's just this once
207,1/17/13,7/31/19,6.536986301,1,failed screening,,0,1,1,0,1,1,,,,,,,,,,,,,
208,3/22/12,7/31/19,7.361643836,1,failed screening,,0,1,1,0,0,1,,,,,,,,,,,,,
209,8/10/09,7/31/19,9.978082192,0,,,0,1,"0, 2ND TRY",0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,There will be less rocks on the path
209,8/10/09,7/31/19,9.978082192,0,,,0,1,"0, 2ND TRY",0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,She might scoop the fish
210,8/10/09,7/31/19,9.978082192,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,She's taking water from the fish's lake
210,8/10/09,7/31/19,9.978082192,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,0,People need the rocks to follow the path
211,11/17/14,7/31/19,4.704109589,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,Ok if she takes just one but not if she takes a lot like 100
211,11/17/14,7/31/19,4.704109589,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,Its ok if he takes only one!
212,9/8/14,8/4/19,4.906849315,1,incorrect answer,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,0,1,1,0,0,1,He only took one
212,9/8/14,8/4/19,4.906849315,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,It's only one scoop of water
213,3/1/09,8/4/19,10.43287671,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,If theres still rocks left
213,3/1/09,8/4/19,10.43287671,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,If theres still water left
214,7/10/09,8/4/19,10.0739726,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,Maybe all the other kids would find out and they'll do it. 
214,7/10/09,8/4/19,10.0739726,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,Nobody else wants rocks
215,5/24/12,8/4/19,7.2,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,Because she likes to do it
215,5/24/12,8/4/19,7.2,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,0,dont want to get rocks from the rock path
216,9/15/11,8/4/19,7.890410959,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Because some people like walking on the path and they might get mad
216,9/15/11,8/4/19,7.890410959,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,Because they might notice the water has gone down
217,5/29/14,8/4/19,5.18630137,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,"Because if he took one everyday, the path could disapear. "
217,5/29/14,8/4/19,5.18630137,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,Because she's not taking it everyday.
218,7/28/09,8/4/19,10.02465753,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,1,There will still be water left in the lake for the fish
218,7/28/09,8/4/19,10.02465753,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,There will still be rocks left for the path.
219,3/5/12,8/4/19,7.419178082,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,They still have plenty of water for the fish
219,3/5/12,8/4/19,7.419178082,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,There's still lots of rocks
220,4/6/12,8/4/19,7.331506849,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Because then they can't see the path anymore
220,4/6/12,8/4/19,7.331506849,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,Because then there would be no more water for the fish to seim through
221,1/27/09,8/4/19,10.52328767,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,because if he takes one maybe he'll take more
221,1/27/09,8/4/19,10.52328767,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,because she could be taking more water
222,2/21/12,8/4/19,7.454794521,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,1,because if everyone takes there will be no more but if just one person does there will still be some 
222,2/21/12,8/4/19,7.454794521,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,"because if lots of people take it, they'll all be gone but if one does then it's ok"
223,10/11/12,8/4/19,6.816438356,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,0,because if she takes all the water then the fish will die
223,10/11/12,8/4/19,6.816438356,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,he can take the big rock and use the little rocks in his collection to fill the hole in the path
224,7/14/11,8/4/19,8.063013699,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,if he takes one he might take more
224,7/14/11,8/4/19,8.063013699,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,the sun will dry the castle so then she might take more to make it wet again
225,7/6/13,8/5/19,6.084931507,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,Because there's still more rocks.
225,7/6/13,8/5/19,6.084931507,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,Because there's still plenty more
226,7/6/12,8/5/19,7.084931507,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,Because there wont be enough water for the fish.
226,7/6/12,8/5/19,7.084931507,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,because there will still be more rocks.
227,1/7/15,8/5/19,4.578082192,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,because its fine
227,1/7/15,8/5/19,4.578082192,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,Because he wants to take it.
228,12/16/10,8/5/19,8.64109589,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Because it's not his rock.
228,12/16/10,8/5/19,8.64109589,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,not her water.
229,8/1/15,8/5/19,4.01369863,1,didnt want to continue,,0,1,0,0,0,1,,buckets,1,,,,,,,,,,
230,12/19/11,8/5/19,7.632876712,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,because he already took one
230,12/19/11,8/5/19,7.632876712,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,because she already took some
231,4/21/13,8/5/19,6.293150685,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,2,0,,0,0,because the fish will be getting less water
231,4/21/13,8/5/19,6.293150685,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1 (2nd try),0,0,1,because he's just taking one
232,10/7/10,8/5/19,8.832876712,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,because the path might go away if he does it too much
232,10/7/10,8/5/19,8.832876712,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,because if she does it too much the lake might go away
233,11/23/12,8/5/19,6.701369863,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,because if he takes all the rocks then people couldn't follow the path
233,11/23/12,8/5/19,6.701369863,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,becasue of she takes too much water then the fish can't swim and they will die
234,5/21/11,8/5/19,8.21369863,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,1,it's not taking up all the water
234,5/21/11,8/5/19,8.21369863,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,he's the only one that likes to collect rocks
235,11/6/11,8/5/19,7.750684932,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,0,the fish need water
235,11/6/11,8/5/19,7.750684932,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,(no explanation)
236,8/4/09,8/5/19,10.00821918,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,people might notice the rock is missing
236,8/4/09,8/5/19,10.00821918,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,it would make the lake a little shallower
237,3/20/10,8/6/19,9.38630137,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,because there's a lot more rocks on the path
237,3/20/10,8/6/19,9.38630137,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,2,1,1,0,0,1,because there's enough water that the fish will still live
238,6/6/12,8/6/19,7.169863014,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,there will still be less water for the fish
238,6/6/12,8/6/19,7.169863014,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,because there will still be rocks
239,9/22/10,8/6/19,8.876712329,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,because there would still be water left
239,9/22/10,8/6/19,8.876712329,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,because there would still be a lot of rocks on the path
240,2/25/14,8/6/19,5.446575342,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,1,there'd still be some left
240,2/25/14,8/6/19,5.446575342,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,there'd still be some water left
241,6/22/10,8/6/19,9.128767123,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,It's only one rock and he'll only do it once
241,6/22/10,8/6/19,9.128767123,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,It's only her. 
242,12/4/08,8/6/19,10.67671233,0,,,0,1,0,0,0,1,,buckets,1,high,7/2/19,1,1,1,1,0,0,0,Because they said they weren't going to do it.
242,12/4/08,8/6/19,10.67671233,0,,,0,1,0,0,0,1,,rocks,2,low,7/2/19,1,1,1,0,,0,1,Because if he just takes one rock and the other kids don't then there will still be rocks. 
243,5/7/09,8/6/19,10.25479452,0,,,0,1,0,0,0,1,,buckets,1,low,7/2/19,1,1,1,0,,0,1,Because if you only take one bucket there will still be water left for the fish and no one will see. 
243,5/7/09,8/6/19,10.25479452,0,,,0,1,0,0,0,1,,rocks,2,high,7/2/19,1,1,1,1,0,0,1,Because there will still be enough rocks on the rock path and no one will see. 
244,8/19/14,8/11/19,4.980821918,1,Failed screening,,0,0,0,0,0,1,,,,,,,,,,,,,
245,11/9/09,8/11/19,9.75890411,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,0,He's decreasing the amount of rocks and soon there will be none left.
245,11/9/09,8/11/19,9.75890411,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,0,
246,12/4/13,8/11/19,5.687671233,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,1,only one person so he can take one
246,12/4/13,8/11/19,5.687671233,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,She's the only person there
247,6/25/12,8/11/19,7.131506849,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,If he keeps doing it then there will be no more rocks left
247,6/25/12,8/11/19,7.131506849,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,"If she keeps doing it, there will be no more."
248,6/2/14,8/11/19,5.194520548,1,failed screening,,0,1,1,0,0,1,,,,,,,,,,,,,
249,11/9/12,8/12/19,6.75890411,1,Wrong answer,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,2,1,0 (2nd try),,1,1,Because he already has a lot & so can take more
249,11/9/12,8/12/19,6.75890411,1,Wrong answer,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,1,1,1,Because she can get more water
250,3/13/15,8/12/19,4.419178082,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,2,2,1,1,0,0,0,"""I don't know"""
250,3/13/15,8/12/19,4.419178082,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,the fish want water
251,10/8/10,8/12/19,8.849315068,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,1,"He's not taking all the rocks, he's just taking one."
251,10/8/10,8/12/19,8.849315068,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,1,"Because she's only doing it once, not 5 million times."
252,4/28/14,8/12/19,5.293150685,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,No explanation. 
252,4/28/14,8/12/19,5.293150685,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,She only did it just once. 
253,11/23/14,8/14/19,4.726027397,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,1,He's just taking one rock for this one day.
253,11/23/14,8/14/19,4.726027397,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,1,Just this once. 
254,4/12/13,8/14/19,6.342465753,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,1,If he only takes one rock then there will be plenty of rocks left.
254,4/12/13,8/14/19,6.342465753,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,1,If she just takes a little bit there will still be water left for the fish.
255,1/10/11,8/14/19,8.597260274,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,Nobody will see him and he's only taking one.
255,1/10/11,8/14/19,8.597260274,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,She's only doing one bucket and no one will see her. 
256,5/8/15,8/14/19,4.271232877,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,THere wouldn't be a rock in the spot
256,5/8/15,8/14/19,4.271232877,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,Beause there would be no more water in the spot that she took it
257,5/18/15,8/14/19,4.243835616,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,"""I have a rock collection"""
257,5/18/15,8/14/19,4.243835616,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,because there's a lot of fish in there
258,1/13/14,8/18/19,5.597260274,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,1,Beacuse there's lots of other rocks.
258,1/13/14,8/18/19,5.597260274,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,1,There's lots more water.
259,12/30/08,8/18/19,10.63835616,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,2,1,0,,0,0,He didn't have permission to do it.
259,12/30/08,8/18/19,10.63835616,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,0,There would be less water for the fish.
260,9/18/10,8/18/19,8.920547945,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,0,It's kind of sneaky and disrespectful to the path.
260,9/18/10,8/18/19,8.920547945,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,2,1,0,,0,0,You need water for the fish –– if there's no water the fish will die.
261,6/13/14,8/18/19,5.183561644,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,1,It's just a rock.
261,6/13/14,8/18/19,5.183561644,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,1,She's just pouring it on her castle.
262,5/5/15,8/18/19,4.290410959,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,2,0,1,There will be plenty more.
262,5/5/15,8/18/19,4.290410959,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,1,There will be plenty more.
263,5/5/15,8/18/19,4.290410959,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,2,1,0,,0,1,There will always be more
263,5/5/15,8/18/19,4.290410959,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1 (2nd try),0,0,1,There will always be more
264,12/29/13,8/18/19,5.638356164,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1 (2nd try),0,0,0,Beacuse he would take a rock before anyone else could
